ANP	Reef Unit	ID Transect	Year_survey	ID_specie	ID_paper	D1_max_diam_cm	D2_min_diam_cm	altura_maxima_cm	Muerto_spp_diss_sig_paper	Mortalidad_total	obs
PNAPM		2	2019	PPOR	otras	20	20	5	no	0	
PNAPM		2	2019	PPOR	otras	20	20	15	no	0	
PNAPM		2	2019	DLAB	otras	50	40	30	no	50	
PNAPM		2	2019	SSID	SSID	20	20	3	no	0	
PNAPM		2	2019	DLAB	otras	70	30	40	no	50	
PNAPM		2	2019	OFAV	OFAV	60	40	30	no	0	
PNAPM		2	2019	PPOR	otras	20	20	15	no	0	
PNAPM		2	2019	APAL	otras	32	15	10	no	0	
PNAPM		2	2019	APAL	otras	32	15	10	no	0	
PNAPM		2	2019	PAST	otras	15	15	5	no	0	
PNAPM		2	2019	OANN	otras	60	50	40	no	90	
PNAPM		2	2019	OANN	otras	50	50	100	no	60	
PNAPM		2	2019	SSID	SSID	10	10	10	si	60	
PNAPM		2	2019	OANN	otras	100	80	60	no	60	
PNAPM		2	2019	SSID	SSID	50	50	40	si	90	
PNAPM		2	2019	OANN	otras	12	12	10	no	0	
PNAPM		2	2019	SSID	SSID	20	20	5	si	60	
PNAPM		2	2019	SSID	SSID	20	20	10	no	0	
PNAPM		2	2019	PAST	otras	10	10	10	no	0	
PNAPM		2	2019	SSID	SSID	30	20	10	no	0	
PNAPM		2	2019	SSID	SSID	30	20	10	no	0	
PNAPM		2	2019	OFAV	OFAV	120	70	100	si	95	
PNAPM		2	2019	OANN	otras	40	40	50	no	60	
PNAPM		2	2019	OANN	otras	60	50	60	no	60	
PNAPM		2	2019	UAGA	otras	30	20	10	no	0	
PNAPM		2	2019	UAGA	otras	30	30	3	no	5	
PNAPM		2	2019	UTEN	otras	120	60	60	no	30	
PNAPM		2	2019	SSID	SSID	20	20	10	si	30	
PNAPM		2	2019	MCAV	otras	35	25	20	no	0	
PNAPM		2	2019	UAGA	otras	10	10	8	no	0	
PNAPM		2	2019	APAL	otras	12	12	10	no	0	
PNAPM		2	2019	PAST	otras	20	20	10	no	0	
PNAPM		2	2019	UAGA	otras	10	10	2	no	0	
PNAPM		2	2019	UAGA	otras	10	10	2	no	0	
PNAPM		2	2019	OFAV	OFAV	90	35	75	no	0	
PNAPM		2	2019	APAL	otras	20	12	3	no	0	
PNAPM		2	2019	SSID	SSID	60	40	30	si	40	
PNAPM		3	2019	OFAV	OFAV	100	50	80	si	90	
PNAPM		3	2019	APAL	otras	30	20	12	no	0	
PNAPM		3	2019	PAST	otras	20	20	5	no	0	
PNAPM		3	2019	PAST	otras	25	20	10	no	0	
PNAPM		3	2019	APAL	otras	30	20	15	no	0	
PNAPM		3	2019	UTEN	otras	30	30	20	no	0	
PNAPM		3	2019	APAL	otras	30	20	10	no	0	
PNAPM		3	2019	PAST	otras	15	12	5	no	23	
PNAPM		3	2019	UTEN	otras	12	12	10	no	0	
PNAPM		3	2019	OFAV	OFAV	60	30	40	no	0	
PNAPM		3	2019	OFAV	OFAV	70	40	60	no	5	
PNAPM		3	2019	OFAV	OFAV	100	30	70	no	0	
PNAPM		3	2019	MCAV	otras	30	30	20	no	20	
PNAPM		3	2019	SSID	SSID	10	10	5	si	20	
PNAPM		3	2019	OFAV	OFAV	140	90	40	si	50	
PNAPM		3	2019	APAL	otras	15	10	10	no	0	
PNAPM		3	2019	SSID	SSID	10	10	3	no	0	
PNAPM		3	2019	SSID	SSID	20	20	5	no	0	
PNAPM		3	2019	PAST	otras	20	20	3	no	0	
PNAPM		3	2019	PAST	otras	20	20	3	no	0	
PNAPM		3	2019	PAST	otras	20	20	3	no	0	
PNAPM		3	2019	PAST	otras	20	20	3	no	0	
PNAPM		3	2019	PAST	otras	30	20	10	no	0	
PNAPM		4	2019	UTEN	otras	30	20	10	no	0	
PNAPM		4	2019	PAST	otras	5	5	1	no	0	
PNAPM		4	2019	SINT	otras	70	30	10	no	0	
PNAPM		4	2019	PAST	otras	10	10	3	no	10	
PNAPM		4	2019	SSID	SSID	20	20	7	no	0	
PNAPM		4	2019	MCAV	otras	10	10	5	no	0	
PNAPM		4	2019	SSID	SSID	10	10	3	si	80	
PNAPM		4	2019	PAST	otras	10	10	3	no	0	
PNAPM		4	2019	PSTR	PSTR	10	8	2	no	0	
PNAPM		4	2019	PAST	otras	20	10	5	no	0	
PNAPM		4	2019	SSID	SSID	10	10	1	no	0	
PNAPM		4	2019	SSID	SSID	15	10	1	si	30	
PNAPM		4	2019	PAST	otras	12	10	3	no	0	
PNAPM		4	2019	PAST	otras	20	15	3	no	0	
PNAPM		4	2019	SSID	SSID	30	30	5	si	99	
PNAPM		4	2019	SSID	SSID	10	10	2	no	0	
PNAPM		4	2019	PAST	otras	10	10	1	no	0	
PNAPM		4	2019	PAST	otras	10	10	1	no	0	
PNAPM		4	2019	PAST	otras	20	10	3	no	10	
PNAPM		4	2019	PAST	otras	15	15	3	no	100	
PNAPM		4	2019	PAST	otras	10	10	2	no	0	
PNAPM		4	2019	OFAV	OFAV	20	10	20	no	10	
PNAPM		4	2019	OFAV	OFAV	20	10	15	si	100	
PNAPM		4	2019	OFAV	OFAV	10	10	10	si	100	
PNAPM		5	2019	OFAV	OFAV	90	60	80	no	10	
PNAPM		5	2019	SSID	SSID	10	10	1	no	0	
PNAPM		5	2019	MCAV	otras	20	10	20	no	0	
PNAPM		5	2019	SSID	SSID	10	10	10	no	0	
PNAPM		5	2019	PAST	otras	10	10	5	no	0	
PNAPM		5	2019	UAGA	otras	10	5	15	no	0	
PNAPM		5	2019	UAGA	otras	20	10	7	no	0	
PNAPM		5	2019	OANN	otras	50	50	50	no	40	
PNAPM		5	2019	PSTR	PSTR	50	30	50	si	100	
PNAPM		6	2019	OFAV	OFAV	100	100	180	no	13	
PNAPM		6	2019	PAST	otras	10	10	1	no	0	
PNAPM		6	2019	PAST	otras	20	15	1	no	0	
PNAPM		6	2019	PAST	otras	25	25	5	no	0	
PNAPM		6	2019	PAST	otras	10	10	5	no	0	
PNAPM		6	2019	UAGA	otras	5	5	5	no	0	
PNAPM		6	2019	UAGA	otras	20	20	1	no	0	
PNAPM		6	2019	SSID	SSID	50	40	30	si	70	
PNAPM		6	2019	PSTR	PSTR	20	20	10	si	70	
PNAPM		6	2019	SSID	SSID	10	10	1	no	0	
PNAPM		6	2019	PAST	otras	10	10	1	no	0	
PNAPM		6	2019	PAST	otras	15	15	4	no	0	
PNAPM		6	2019	PAST	otras	4	4	1	no	0	
PNAPM		6	2019	PAST	otras	20	20	1	no	0	
PNAPM		6	2019	OFRA	otras	5	5	12	no	0	
PNAPM		7	2019	PSTR	PSTR	40	10	10	si	70	
PNAPM		7	2019	PAST	otras	40	20	40	no	100	
PNAPM		7	2019	UAGA	otras	20	15	10	no	0	
PNAPM		7	2019	UAGA	otras	10	10	5	no	0	
PNAPM		7	2019	UAGA	otras	70	10	5	no	0	
PNAPM		7	2019	UAGA	otras	10	10	10	no	0	
PNAPM		7	2019	PAST	otras	10	10	3	no	0	
PNAPM		7	2019	UAGA	otras	40	20	15	no	10	
PNAPM		7	2019	SSID	SSID	20	20	10	si	15	
PNAPM		7	2019	UAGA	otras	15	15	4	no	0	
PNAPM		7	2019	PAST	otras	5	5	7	no	0	
PNAPM		7	2019	PAST	otras	25	20	10	no	0	
PNAPM		7	2019	UAGA	otras	5	5	5	no	0	
PNAPM		7	2019	SSID	SSID	10	10	1	no	0	
PNAPM		7	2019	SSID	SSID	10	10	1	si	100	
PNAPM		7	2019	SSID	SSID	20	20	7	si	15	
PNAPM		7	2019	UAGA	otras	10	10	10	no	0	
PNAPM		7	2019	UAGA	otras	10	5	5	no	0	
PNAPM		7	2019	SSID	SSID	20	20	3	no	0	
PNAPM		7	2019	SSID	SSID	15	15	3	si	20	
PNAPM		7	2019	SRAD	N/A	5	5	1	no	0	
PNAPM		7	2019	SSID	SSID	10	10	1	no	0	
PNAPM		7	2019	SSID	SSID	10	10	1	si	90	
PNAPM		7	2019	SRAD	N/A	5	5	1	no	0	
PNAPM		8	2019	PAST	otras	20	20	3	no	0	
PNAPM		8	2019	PAST	otras	8	8	3	no	0	
PNAPM		8	2019	PAST	otras	8	8	3	no	0	
PNAPM		8	2019	SSID	SSID	5	5	3	no	0	
PNAPM		8	2019	UAGA	otras	10	10	3	no	0	
PNAPM		8	2019	UAGA	otras	10	10	3	no	0	
PNAPM		8	2019	SSID	SSID	20	20	3	si	100	
PNAPM		8	2019	SSID	SSID	20	15	1	si	60	
PNAPM		8	2019	SSID	SSID	20	10	3	si	50	
PNAPM		8	2019	SSID	SSID	30	30	3	si	70	
PNAPM		8	2019	SSID	SSID	40	40	1	no	0	
PNAPM		8	2019	OANN	otras	30	20	50	no	0	
PNAPM		8	2019	SSID	SSID	10	10	3	si	90	
PNAPM		8	2019	PAST	otras	10	10	15	no	0	
PNAPM		8	2019	UAGA	otras	10	10	3	no	0	
PNAPM		8	2019	PSTR	PSTR	30	30	27	si	30	
PNAPM		8	2019	PAST	otras	10	10	5	no	0	
PNAPM		8	2019	UAGA	otras	5	5	3	no	0	
PNAPM		8	2019	PSTR	PSTR	35	10	40	si	30	
PNAPM		8	2019	SSID	SSID	25	20	10	si	70	
PNAPM		8	2019	MCAV	otras	30	20	35	no	30	
PNAPM		8	2019	SSID	SSID	30	20	15	si	98	
PNAPM		8	2019	UAGA	otras	10	10	5	no	50	
PNAPM		8	2019	PSTR	PSTR	8	5	2	no	0	
PNAPM		8	2019	PAST	otras	15	10	3	no	0	
PNAPM		8	2019	PSTR	PSTR	8	8	1	no	0	
PNAPM		8	2019	PAST	otras	10	10	5	no	0	
PNAPM		8	2019	OANN	otras	60	35	30	no	90	
PNAPM		8	2019	PAST	otras	20	10	3	no	0	
PNAPM		8	2019	SINT	otras	10	10	1	no	0	
PNAPM		8	2019	PAST	otras	10	10	10	no	0	
PNAPM		8	2019	PSTR	PSTR	60	40	45	si	33	
PNAPM		8	2019	PSTR	PSTR	80	20	50	si	60	
PNAPM		8	2019	UAGA	otras	12	10	3	no	0	
PNAPM		8	2019	PSTR	PSTR	12	12	20	si	100	
PNAPM		4	2019	PSTR	PSTR	n/a	n/a	n/a	no	0	no mesure
PNAPM		5	2019	PSTR	PSTR	n/a	n/a	n/a	no	0	no mesure
PNAPM		6	2019	PSTR	PSTR	n/a	n/a	n/a	no	0	no mesure
PNAPM		7	2019	PSTR	PSTR	n/a	n/a	n/a	no	0	no mesure
PNAPM		8	2019	PSTR	PSTR	n/a	n/a	n/a	no	0	no mesure
PNAPM		5	2019	OFAV	OFAV	n/a	n/a	n/a	no	10	no mesure
